VE_Ashift,VE_Ashift_crr,nTrials,Condition,Phase,SpatialD,SpatialD_abs,SubjI,subjN
4.08288147225565,4.08288147225565,20,incongruent,pre,16,16,MM,12
6.61089482309601,6.61089482309601,10,incongruent,pre,24,24,MM,12
1.99444498532347,-1.99444498532347,10,incongruent,post,-24,24,MM,12
-0.188985227935706,0.188985227935706,20,incongruent,post,-16,16,MM,12
0.283569671739167,-0.283569671739167,30,incongruent,post,-8,8,MM,12
0.281239108514033,0.281239108514033,40,incongruent,post,0,0,MM,12
1.03109165319354,1.03109165319354,30,incongruent,post,8,8,MM,12
-2.41258818320617,-2.41258818320617,20,incongruent,post,16,16,MM,12
-3.27504445451733,-3.27504445451733,10,incongruent,post,24,24,MM,12
-2.99733467693223,2.99733467693223,10,congruent,pre,-24,24,LL,13
-1.6094460187325,1.6094460187325,20,congruent,pre,-16,16,LL,13
0.946830795258606,-0.946830795258606,30,congruent,pre,-8,8,LL,13
2.24369331646313,2.24369331646313,40,congruent,pre,0,0,LL,13
9.3655886765568,9.3655886765568,30,congruent,pre,8,8,LL,13
13.381905900982,13.381905900982,20,congruent,pre,16,16,LL,13
18.8430457606427,18.8430457606427,10,congruent,pre,24,24,LL,13
-0.577717565806819,0.577717565806819,10,congruent,post,-24,24,LL,13
-5.87485146683498,5.87485146683498,20,congruent,post,-16,16,LL,13
-3.90086692767053,3.90086692767053,30,congruent,post,-8,8,LL,13
1.73063870017692,1.73063870017692,40,congruent,post,0,0,LL,13
9.12500527581749,9.12500527581749,30,congruent,post,8,8,LL,13
10.6889946536171,10.6889946536171,20,congruent,post,16,16,LL,13
1.772359062896,1.772359062896,10,congruent,post,24,24,LL,13
-5.41970565797224,5.41970565797224,10,incongruent,pre,-24,24,LL,13
-5.85785922883643,5.85785922883643,20,incongruent,pre,-16,16,LL,13
-3.902352687818,3.902352687818,30,incongruent,pre,-8,8,LL,13
1.47368936322888,1.47368936322888,40,incongruent,pre,0,0,LL,13
7.62867984890378,7.62867984890378,30,incongruent,pre,8,8,LL,13
8.86622223434604,8.86622223434604,20,incongruent,pre,16,16,LL,13
12.401726961211,12.401726961211,10,incongruent,pre,24,24,LL,13
-2.1873771138666,2.1873771138666,10,incongruent,post,-24,24,LL,13
-4.45041137961788,4.45041137961788,20,incongruent,post,-16,16,LL,13
-1.76602834996295,1.76602834996295,30,incongruent,post,-8,8,LL,13
1.6600812452002,1.6600812452002,40,incongruent,post,0,0,LL,13
4.90935469329872,4.90935469329872,30,incongruent,post,8,8,LL,13
8.67050116790942,8.67050116790942,20,incongruent,post,16,16,LL,13
16.5665848776293,16.5665848776293,10,incongruent,post,24,24,LL,13
-2.71933052578408,2.71933052578408,10,congruent,pre,-24,24,CS,14
-10.4791683410383,10.4791683410383,20,congruent,pre,-16,16,CS,14
-5.9007018200493,5.9007018200493,30,congruent,pre,-8,8,CS,14
-1.67185525533369,-1.67185525533369,40,congruent,pre,0,0,CS,14
6.5987668852941,6.5987668852941,30,congruent,pre,8,8,CS,14
5.24640778526626,5.24640778526626,20,congruent,pre,16,16,CS,14
5.39425622965533,5.39425622965533,10,congruent,pre,24,24,CS,14
-4.1232345002489,4.1232345002489,10,congruent,post,-24,24,CS,14
-10.1134267642081,10.1134267642081,20,congruent,post,-16,16,CS,14
-4.98384054486414,4.98384054486414,30,congruent,post,-8,8,CS,14
-0.935521211533075,-0.935521211533075,40,congruent,post,0,0,CS,14
4.72292398928918,4.72292398928918,30,congruent,post,8,8,CS,14
8.89142952552096,8.89142952552096,20,congruent,post,16,16,CS,14
10.6744496958539,10.6744496958539,10,congruent,post,24,24,CS,14
-4.59527325256977,4.59527325256977,10,incongruent,pre,-24,24,CS,14
-7.02161503270724,7.02161503270724,20,incongruent,pre,-16,16,CS,14
-3.79300274583985,3.79300274583985,30,incongruent,pre,-8,8,CS,14
0.268523839021862,0.268523839021862,40,incongruent,pre,0,0,CS,14
4.94912958590424,4.94912958590424,30,incongruent,pre,8,8,CS,14
9.98195731117669,9.98195731117669,20,incongruent,pre,16,16,CS,14
14.4389981289541,14.4389981289541,10,incongruent,pre,24,24,CS,14
-4.98797917995083,4.98797917995083,10,incongruent,post,-24,24,CS,14
-5.05249411306956,5.05249411306956,20,incongruent,post,-16,16,CS,14
