VE_Vshift,VE_Vshift_crr,nTrials,Condition,Phase,SpatialD,SpatialD_abs,SubjI,subjN
0.551680276292661,0.551680276292661,10,incongruent,pre,-24,24,LL,13
0.39660978119854,0.39660978119854,20,incongruent,pre,-16,16,LL,13
0.0920247445051001,0.0920247445051001,30,incongruent,pre,-8,8,LL,13
-0.0268764992781117,-0.0268764992781117,40,incongruent,pre,0,0,LL,13
-0.655466771778836,0.655466771778836,30,incongruent,pre,8,8,LL,13
-1.43071062851657,1.43071062851657,20,incongruent,pre,16,16,LL,13
-1.57761205759581,1.57761205759581,10,incongruent,pre,24,24,LL,13
0.179931784036052,0.179931784036052,10,incongruent,post,-24,24,LL,13
1.09407824325152,1.09407824325152,20,incongruent,post,-16,16,LL,13
0.591120379582281,0.591120379582281,30,incongruent,post,-8,8,LL,13
0.0644886071899153,0.0644886071899153,40,incongruent,post,0,0,LL,13
-0.414833424739937,0.414833424739937,30,incongruent,post,8,8,LL,13
-0.347436989250046,0.347436989250046,20,incongruent,post,16,16,LL,13
-0.258107140336821,0.258107140336821,10,incongruent,post,24,24,LL,13
1.68454759027574,1.68454759027574,10,congruent,pre,-24,24,CS,14
0.280175454170191,0.280175454170191,20,congruent,pre,-16,16,CS,14
0.675093944653439,0.675093944653439,30,congruent,pre,-8,8,CS,14
-0.478862707098506,-0.478862707098506,40,congruent,pre,0,0,CS,14
0.0123825966530998,-0.0123825966530998,30,congruent,pre,8,8,CS,14
0.00124857284421571,-0.00124857284421571,20,congruent,pre,16,16,CS,14
-0.632637179259192,0.632637179259192,10,congruent,pre,24,24,CS,14
-0.635027630408045,-0.635027630408045,10,congruent,post,-24,24,CS,14
0.0333340999618503,0.0333340999618503,20,congruent,post,-16,16,CS,14
-0.316894990620167,-0.316894990620167,30,congruent,post,-8,8,CS,14
0.0921583637040886,0.0921583637040886,40,congruent,post,0,0,CS,14
0.0332572626154981,-0.0332572626154981,30,congruent,post,8,8,CS,14
-0.569764623463364,0.569764623463364,20,congruent,post,16,16,CS,14
-1.14328211749158,1.14328211749158,10,congruent,post,24,24,CS,14
-0.0979591104587137,-0.0979591104587137,10,incongruent,pre,-24,24,CS,14
1.65716385390515,1.65716385390515,20,incongruent,pre,-16,16,CS,14
-0.611788164560207,-0.611788164560207,30,incongruent,pre,-8,8,CS,14
-0.15372752437779,-0.15372752437779,40,incongruent,pre,0,0,CS,14
-0.0679613866614566,0.0679613866614566,30,incongruent,pre,8,8,CS,14
-1.04988810323924,1.04988810323924,20,incongruent,pre,16,16,CS,14
-1.79020555691485,1.79020555691485,10,incongruent,pre,24,24,CS,14
-0.916514001503103,-0.916514001503103,10,incongruent,post,-24,24,CS,14
-0.853173490623309,-0.853173490623309,20,incongruent,post,-16,16,CS,14
-0.166685240956184,-0.166685240956184,30,incongruent,post,-8,8,CS,14
-0.823168082317262,-0.823168082317262,40,incongruent,post,0,0,CS,14
0.480303711899954,-0.480303711899954,30,incongruent,post,8,8,CS,14
-0.235469285682729,0.235469285682729,20,incongruent,post,16,16,CS,14
-1.52141711544939,1.52141711544939,10,incongruent,post,24,24,CS,14
-0.685172003384049,-0.685172003384049,10,congruent,pre,-24,24,JH,15
-2.05146598234237,-2.05146598234237,20,congruent,pre,-16,16,JH,15
-1.69725457152929,-1.69725457152929,30,congruent,pre,-8,8,JH,15
-0.297019268318223,-0.297019268318223,40,congruent,pre,0,0,JH,15
-0.55598814901568,0.55598814901568,30,congruent,pre,8,8,JH,15
0.313574425450632,-0.313574425450632,20,congruent,pre,16,16,JH,15
-1.04853474393088,1.04853474393088,10,congruent,pre,24,24,JH,15
-2.46078139443923,-2.46078139443923,10,congruent,post,-24,24,JH,15
-1.97052640157798,-1.97052640157798,20,congruent,post,-16,16,JH,15
-1.32109251037706,-1.32109251037706,30,congruent,post,-8,8,JH,15
-0.825963278495345,-0.825963278495345,40,congruent,post,0,0,JH,15
0.228866548834121,-0.228866548834121,30,congruent,post,8,8,JH,15
1.21249995280923,-1.21249995280923,20,congruent,post,16,16,JH,15
2.40447542899401,-2.40447542899401,10,congruent,post,24,24,JH,15
-1.30690808554864,-1.30690808554864,10,incongruent,pre,-24,24,JH,15
-0.592436152413739,-0.592436152413739,20,incongruent,pre,-16,16,JH,15
-0.659580635647743,-0.659580635647743,30,incongruent,pre,-8,8,JH,15
0.173576134720238,0.173576134720238,40,incongruent,pre,0,0,JH,15
-0.127980421219305,0.127980421219305,30,incongruent,pre,8,8,JH,15
0.629851329849088,-0.629851329849088,20,incongruent,pre,16,16,JH,15
2.53668552276173,-2.53668552276173,10,incongruent,pre,24,24,JH,15
-1.32483199410637,-1.32483199410637,10,incongruent,post,-24,24,JH,15
-0.546243212999398,-0.546243212999398,20,incongruent,post,-16,16,JH,15
-1.18363081184686,-1.18363081184686,30,incongruent,post,-8,8,JH,15
-0.0187200256880068,-0.0187200256880068,40,incongruent,post,0,0,JH,15
0.121712778036953,-0.121712778036953,30,incongruent,post,8,8,JH,15
0.697537890548709,-0.697537890548709,20,incongruent,post,16,16,JH,15
2.05085785652044,-2.05085785652044,10,incongruent,post,24,24,JH,15
-1.7647676040989,-1.7647676040989,10,congruent,pre,-24,24,MD,16
-1.14668342981135,-1.14668342981135,20,congruent,pre,-16,16,MD,16
-1.04099010009591,-1.04099010009591,30,congruent,pre,-8,8,MD,16
0.188675689619477,0.188675689619477,40,congruent,pre,0,0,MD,16
0.398111104886786,-0.398111104886786,30,congruent,pre,8,8,MD,16
0.149001020258294,-0.149001020258294,20,congruent,pre,16,16,MD,16
